,date,temperatures(C),humidity(%),pressure(hPa),energy
80,2021-01-04 8:00,-2.3,64.0,1021.8,247.95999999999913
81,2021-01-04 9:00,-2.8,83.0,1023.0,295.45400000000154
82,2021-01-04 10:00,-0.7,63.0,1024.1,366.8240000000005
83,2021-01-04 11:00,0.8,56.0,1023.8,399.119999999999
84,2021-01-04 12:00,3.6,48.0,1022.3,380.0980000000018
85,2021-01-04 13:00,4.7,49.0,1021.7,356.47599999999875
86,2021-01-04 14:00,5.8,46.0,1020.8,366.7599999999984
87,2021-01-04 15:00,6.6,48.0,1020.3,357.8820000000014
88,2021-01-04 16:00,5.6,57.0,1020.0,179.66800000000148
89,2021-01-04 17:00,4.5,61.0,1019.6,0.0
90,2021-01-04 18:00,4.1,62.0,1019.9,356.974000000002
91,2021-01-04 19:00,3.3,72.0,1020.2,329.53800000000047
92,2021-01-04 20:00,2.7,81.0,1020.0,307.2099999999991
93,2021-01-04 21:00,2.2,83.0,1020.6,303.40399999999863
94,2021-01-04 22:00,1.9,86.0,1020.2,302.5560000000005
95,2021-01-04 23:00,1.4,88.0,1020.1,279.4439999999995
96,2021-01-05 0:00,1.7,90.0,1020.2,260.81600000000253
97,2021-01-05 1:00,1.3,93.0,1019.8,231.26800000000003
98,2021-01-05 2:00,1.2,92.0,1019.8,226.65799999999945
99,2021-01-05 3:00,1.1,92.0,1019.7,224.52599999999802
100,2021-01-05 4:00,1.2,93.0,1019.2,225.9860000000008
101,2021-01-05 5:00,1.2,95.0,1018.4,222.15999999999985
102,2021-01-05 6:00,1.4,94.0,1018.6,219.1700000000019
103,2021-01-05 7:00,1.9,84.0,1020.3,227.59999999999854
104,2021-01-05 8:00,1.1,67.0,1020.6,244.25
105,2021-01-05 9:00,1.7,62.0,1021.3,257.70200000000114
106,2021-01-05 10:00,2.7,58.0,1021.5,334.7199999999975
107,2021-01-05 11:00,2.9,50.0,1021.9,367.57800000000134
108,2021-01-05 12:00,2.1,54.0,1021.7,387.02800000000207
109,2021-01-05 13:00,1.6,54.0,1020.2,372.1479999999974
110,2021-01-05 14:00,1.3,50.0,1019.0,395.0300000000025
111,2021-01-05 15:00,0.3,49.0,1019.2,399.2559999999976
112,2021-01-05 16:00,-0.2,48.0,1018.7,408.6080000000002
113,2021-01-05 17:00,-0.8,47.0,1019.3,409.51200000000244
