,date,temperatures(C),humidity(%),pressure(hPa),energy
0,2021-01-01 0:00,-1.8,79.0,1018.5,164.351999999955
1,2021-01-01 1:00,-2.9,83.0,1018.2,151.71925000000002
2,2021-01-01 2:00,-2.9,81.0,1018.2,149.58700000000002
3,2021-01-01 3:00,-2.8,86.0,1018.6,148.64228125
4,2021-01-01 4:00,-2.9,87.0,1018.6,151.77278125000004
5,2021-01-01 5:00,-4.1,93.0,1018.2,148.0397499999999
6,2021-01-01 6:00,-4.8,92.0,1018.4,146.93168750000007
7,2021-01-01 7:00,-4.3,94.0,1018.9,152.6345
8,2021-01-01 8:00,-3.9,95.0,1018.8,148.87024999999994
9,2021-01-01 9:00,-3.0,95.0,1019.1,149.33287500000006
10,2021-01-01 10:00,-2.5,93.0,1019.6,146.39274999999998
11,2021-01-01 11:00,-0.9,86.0,1019.3,147.67737499999998
12,2021-01-01 12:00,0.4,79.0,1018.4,143.13975000000005
13,2021-01-01 13:00,1.5,74.0,1017.6,135.66237499999988
14,2021-01-01 14:00,1.7,74.0,1017.3,126.96675000000005
15,2021-01-01 15:00,2.8,70.0,1016.8,132.53362500000026
16,2021-01-01 16:00,2.4,63.0,1016.8,138.95949999999993
17,2021-01-01 17:00,2.1,67.0,1016.7,151.59024999999974
18,2021-01-01 18:00,1.1,78.0,1016.7,155.07250000000022
19,2021-01-01 19:00,1.5,72.0,1016.8,161.73725000000013
20,2021-01-01 20:00,1.8,68.0,1017.0,156.76174999999967
21,2021-01-01 21:00,1.1,76.0,1016.9,150.67275000000018
22,2021-01-01 22:00,0.8,84.0,1017.0,153.01150000000007
23,2021-01-01 23:00,0.7,87.0,1016.6,143.38699999999972
24,2021-01-02 0:00,0.7,89.0,1016.6,143.62474999999995
25,2021-01-02 1:00,0.2,95.0,1016.7,144.9902500000003
26,2021-01-02 2:00,0.1,97.0,1016.8,137.79999999999973
27,2021-01-02 3:00,-0.1,98.0,1016.5,142.75875000000042
28,2021-01-02 4:00,0.2,98.0,1016.6,140.4994999999999
29,2021-01-02 5:00,0.0,98.0,1016.4,145.73074999999972
30,2021-01-02 6:00,0.1,98.0,1017.0,142.5640000000003
31,2021-01-02 7:00,0.0,98.0,1017.6,139.10400000000027
32,2021-01-02 8:00,-0.5,97.0,1018.2,145.28600000000006
